SalePeriod,SaleDate,SalesPeriodType,Industry,DataType,ProductCategoryName,Quantity,Units,TOTAL_$
2001-01-01 - 2026-04-12,2019-05-08,Historical,Adult-Use,Retail,Shake/Trim (by strain),307.7,165,3939.33
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Buds,31515.22,12304,458561.61
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Concentrate,65.5,83,5180.19
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Concentrate (Each),5859.0,5267,309854.02
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Infused (edible),4510.0,3436,127584.34
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Infused (non-edible),700.0,625,31785.66
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Raw Pre-Rolls,1117.75,834,17351.23
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Shake/Trim,42.0,11,558.97
2001-01-01 - 2026-04-12,2019-05-09,Historical,Adult-Use,Retail,Shake/Trim (by strain),320.0,194,4509.15
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Buds,44920.36,16393,649821.07
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Concentrate,114.0,156,9172.38
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Concentrate (Each),7764.0,6941,419404.19
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Infused (edible),6524.0,4875,183250.02
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Infused (non-edible),929.0,809,40339.52
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Raw Pre-Rolls,1808.75,1329,27855.1
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Shake/Trim,80.5,17,1058.97
2001-01-01 - 2026-04-12,2019-05-10,Historical,Adult-Use,Retail,Shake/Trim (by strain),355.5,274,5132.88
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Buds,43690.24,16443,628258.64
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Concentrate,66.5,89,5208.02
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Concentrate (Each),7497.0,6817,399052.09
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Infused (edible),7301.0,5592,205902.18
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Infused (non-edible),932.0,801,37124.37
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Raw Pre-Rolls,1255.0,1109,19842.6
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Shake/Trim,45.5,12,609.78
2001-01-01 - 2026-04-12,2019-05-11,Historical,Adult-Use,Retail,Shake/Trim (by strain),392.5,291,5656.15
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Buds,31112.34,12170,448962.71
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Concentrate,45.0,58,3466.06
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Concentrate (Each),5281.0,4862,279543.34
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Infused (edible),4771.0,3737,133946.49
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Infused (non-edible),675.0,579,29392.97
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Raw Pre-Rolls,966.0,790,15067.1
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Shake/Trim,77.0,16,1024.42
2001-01-01 - 2026-04-12,2019-05-12,Historical,Adult-Use,Retail,Shake/Trim (by strain),369.5,254,5027.46
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Buds,29517.53,10913,421312.28
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Concentrate,59.0,69,4634.89
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Concentrate (Each),5134.0,4635,274035.6
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Infused (edible),4229.0,3145,116713.3
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Infused (non-edible),731.0,623,32478.98
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Raw Pre-Rolls,883.0,775,14044.01
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Shake/Trim,98.0,13,1262.27
2001-01-01 - 2026-04-12,2019-05-13,Historical,Adult-Use,Retail,Shake/Trim (by strain),309.0,223,4448.62
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Buds,30531.36,11190,440013.96
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Concentrate,47.5,47,3870.49
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Concentrate (Each),5186.0,4653,277900.58
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Infused (edible),4365.0,3251,119602.36
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Infused (non-edible),769.0,666,33389.73
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Raw Pre-Rolls,1423.25,923,21275.2
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Shake/Trim,38.5,7,493.94
2001-01-01 - 2026-04-12,2019-05-14,Historical,Adult-Use,Retail,Shake/Trim (by strain),304.5,215,4174.97
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Buds,33334.09,11917,480175.77
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Concentrate,50.5,50,3808.1
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Concentrate (Each),6122.0,5407,331978.07
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Infused (edible),4840.0,3662,132303.42
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Infused (non-edible),852.0,749,40110.62
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Raw Pre-Rolls,892.75,763,14459.15
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Shake/Trim,73.5,19,973.61
2001-01-01 - 2026-04-12,2019-05-15,Historical,Adult-Use,Retail,Shake/Trim (by strain),328.0,228,4524.1
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Buds,35987.71,12949,517709.46
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Concentrate,41.5,41,3223.62
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Concentrate (Each),6582.0,5980,358211.74
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Infused (edible),5432.0,4137,148003.98
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Infused (non-edible),1101.0,906,52507.91
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Kief,1.0,1,18.0
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Raw Pre-Rolls,1014.25,891,16191.2
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Shake/Trim,87.5,19,1136.23
2001-01-01 - 2026-04-12,2019-05-16,Historical,Adult-Use,Retail,Shake/Trim (by strain),770.7,345,8875.69
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Buds,44944.61,16758,654384.05
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Concentrate,87.5,85,6632.15
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Concentrate (Each),8411.0,7577,455727.43
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Infused (edible),7164.0,5476,198816.34
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Infused (non-edible),1462.0,1262,72564.47
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Raw Pre-Rolls,1508.25,1450,24282.0
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Shake/Trim,133.0,30,1743.98
2001-01-01 - 2026-04-12,2019-05-17,Historical,Adult-Use,Retail,Shake/Trim (by strain),469.9,324,6662.0
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Buds,44287.65,16439,634836.38
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Concentrate,79.5,79,6226.22
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Concentrate (Each),8231.0,7450,442449.68
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Infused (edible),7777.0,6079,221384.53
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Infused (non-edible),1672.0,1421,81723.81
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Raw Pre-Rolls,1496.0,1528,24380.75
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Shake/Trim,157.5,34,2046.89
2001-01-01 - 2026-04-12,2019-05-18,Historical,Adult-Use,Retail,Shake/Trim (by strain),484.0,308,6998.23
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Buds,34856.380000000005,13101,502455.41
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Concentrate,111.0,115,8973.0
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Concentrate (Each),6609.0,6066,355354.16
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Infused (edible),5973.0,4640,170795.73
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Infused (non-edible),1347.0,1168,67215.76
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Raw Pre-Rolls,1108.5,1141,18742.2
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Shake/Trim,80.5,19,1046.79
2001-01-01 - 2026-04-12,2019-05-19,Historical,Adult-Use,Retail,Shake/Trim (by strain),479.0,298,6825.59
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Buds,29040.95,10581,415791.88
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Concentrate,99.0,135,9501.73
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Concentrate (Each),5131.0,4625,278745.92
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Infused (edible),3860.0,3038,112534.53
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Infused (non-edible),1078.0,884,53009.89
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Raw Pre-Rolls,876.25,849,14578.35
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Shake/Trim,80.5,16,1035.82
2001-01-01 - 2026-04-12,2019-05-20,Historical,Adult-Use,Retail,Shake/Trim (by strain),331.5,228,4751.21
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Buds,30093.989999999998,10825,430289.47
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Concentrate,137.5,191,13793.28
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Concentrate (Each),5157.0,4733,281242.76
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Infused (edible),4155.0,3247,121814.93
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Infused (non-edible),1094.0,949,53944.75
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Raw Pre-Rolls,830.5,758,13537.1
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Shake/Trim,63.0,14,841.19
2001-01-01 - 2026-04-12,2019-05-21,Historical,Adult-Use,Retail,Shake/Trim (by strain),456.5,296,6551.6
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Buds,33370.8,12115,476704.8
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Concentrate,128.5,181,12125.71
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Concentrate (Each),5693.0,5168,306548.3
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Infused (edible),4733.0,3503,135500.86
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Infused (non-edible),1120.0,978,54295.42
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Raw Pre-Rolls,980.75,845,15698.7
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Shake/Trim,59.5,13,790.67
2001-01-01 - 2026-04-12,2019-05-22,Historical,Adult-Use,Retail,Shake/Trim (by strain),335.5,254,4870.91
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Buds,38561.96,13867,551102.65
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Concentrate,123.0,142,11210.76
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Concentrate (Each),7174.0,6547,389471.7
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Infused (edible),5729.0,4309,163007.28
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Infused (non-edible),1301.0,1112,63144.08
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Raw Pre-Rolls,1242.5,1068,19712.0
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Shake/Trim,66.5,17,884.18
2001-01-01 - 2026-04-12,2019-05-23,Historical,Adult-Use,Retail,Shake/Trim (by strain),571.5,314,8108.93
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Buds,51820.83,18138,746662.1
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Concentrate,98.5,99,7051.73
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Concentrate (Each),9248.0,8436,502967.04
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Infused (edible),8199.0,6420,231268.66
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Infused (non-edible),1440.0,1252,73521.68
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Kief,18.5,25,555.0
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Raw Pre-Rolls,1407.0,1222,22462.11
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Shake/Trim,115.5,27,1520.4
2001-01-01 - 2026-04-12,2019-05-24,Historical,Adult-Use,Retail,Shake/Trim (by strain),631.5,473,9200.35
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Buds,51094.76,18031,735677.28
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Concentrate,100.0,97,7307.62
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Concentrate (Each),8538.0,7825,459316.52
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Infused (edible),8888.0,6883,244914.71
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Infused (non-edible),1730.0,1459,83595.91
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Kief,50.5,71,1506.0
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Raw Pre-Rolls,1874.0,1570,29420.52
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Shake/Trim,143.5,34,1867.94
2001-01-01 - 2026-04-12,2019-05-25,Historical,Adult-Use,Retail,Shake/Trim (by strain),486.0,334,7055.59
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Buds,39667.58,14559,573404.79
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Concentrate,84.0,85,5922.32
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Concentrate (Each),6793.0,6209,365857.52
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Infused (edible),6741.0,5262,195422.81
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Infused (non-edible),1305.0,1124,61019.37
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Kief,28.0,45,826.5
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Raw Pre-Rolls,1289.0,1004,20500.48
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Shake/Trim,73.5,18,991.9
2001-01-01 - 2026-04-12,2019-05-26,Historical,Adult-Use,Retail,Shake/Trim (by strain),351.0,259,5138.15
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Buds,25241.33,10136,366118.34
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Concentrate,35.0,38,2707.84
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Concentrate (Each),4798.0,4392,257273.63
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Infused (edible),4234.0,3308,114542.45
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Infused (non-edible),689.0,602,33744.99
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Kief,28.0,44,840.0
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Raw Pre-Rolls,813.0,701,13089.0
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Shake/Trim,14.0,4,191.06
2001-01-01 - 2026-04-12,2019-05-27,Historical,Adult-Use,Retail,Shake/Trim (by strain),188.0,158,2773.89
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Buds,33586.31,11751,479949.22
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Concentrate,65.5,56,4343.86
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Concentrate (Each),5653.0,5095,309262.26
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Infused (edible),4438.0,3406,123995.67
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Infused (non-edible),1392.0,1174,68191.27
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Kief,11.0,18,330.0
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Raw Pre-Rolls,842.0,651,14046.25
2001-01-01 - 2026-04-12,2019-05-28,Historical,Adult-Use,Retail,Shake/Trim (by strain),1142.4,374,11517.06
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Buds,35087.35,12227,502748.66
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Concentrate,42.5,36,2935.62
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Concentrate (Each),5597.0,5103,304677.35
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Infused (edible),4969.0,3597,135434.39
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Infused (non-edible),1336.0,1095,64222.78
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Raw Pre-Rolls,1090.0,797,17077.3
2001-01-01 - 2026-04-12,2019-05-29,Historical,Adult-Use,Retail,Shake/Trim (by strain),487.0,234,6018.06
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Buds,37349.62,13667,537726.73
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Concentrate,50.0,49,3249.82
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Concentrate (Each),6250.0,5654,337692.41
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Infused (edible),5684.0,4177,157049.08
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Infused (non-edible),1343.0,1125,64954.65
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Raw Pre-Rolls,1061.5,759,15975.75
2001-01-01 - 2026-04-12,2019-05-30,Historical,Adult-Use,Retail,Shake/Trim (by strain),615.1,300,7610.73
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Buds,47922.31,17407,693393.04
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Concentrate,95.0,102,6237.48
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Concentrate (Each),7971.0,7202,432657.31
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Infused (edible),6803.0,5172,190156.98
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Infused (non-edible),1628.0,1345,78811.52
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Kief,26.5,42,795.0
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Raw Pre-Rolls,1970.0,1214,29310.97
2001-01-01 - 2026-04-12,2019-05-31,Historical,Adult-Use,Retail,Shake/Trim (by strain),739.0,353,9189.98
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Buds,49213.78,17710,700130.79
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Concentrate,98.0,100,6305.78
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Concentrate (Each),7740.0,7078,411042.77
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Infused (edible),7420.0,5729,203654.04
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Infused (non-edible),1743.0,1427,83286.97
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Kief,27.5,45,820.5
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Raw Pre-Rolls,2203.25,1533,34091.82
2001-01-01 - 2026-04-12,2019-06-01,Historical,Adult-Use,Retail,Shake/Trim (by strain),604.6,339,8037.13
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Buds,36599.83,13529,524101.14
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Concentrate,112.5,119,7419.85
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Concentrate (Each),6159.0,5649,328219.61
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Infused (edible),5788.0,4462,170308.82
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Infused (non-edible),1523.3600000000001,1245,75018.62
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Kief,16.0,23,480.0
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Raw Pre-Rolls,1433.0,1025,22425.51
2001-01-01 - 2026-04-12,2019-06-02,Historical,Adult-Use,Retail,Shake/Trim (by strain),571.6,305,7462.41
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Buds,34718.49,12545,497080.33
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Concentrate,220.0,103,6901.13
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Concentrate (Each),5573.0,5025,302411.61
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Infused (edible),4597.0,3390,130675.5
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Infused (non-edible),1151.12,963,58427.87
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Kief,32.5,47,975.0
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Raw Pre-Rolls,1558.5,1152,24550.75
2001-01-01 - 2026-04-12,2019-06-03,Historical,Adult-Use,Retail,Shake/Trim (by strain),342.1,209,4600.2
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Buds,32834.7,12169,473846.16
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Concentrate,91.0,94,5764.03
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Concentrate (Each),5584.5,4948,303923.64
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Infused (edible),4694.0,3456,131632.1
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Infused (non-edible),987.0,864,49607.39
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Kief,35.0,60,1045.5
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Raw Pre-Rolls,1885.0,1256,30067.6
2001-01-01 - 2026-04-12,2019-06-04,Historical,Adult-Use,Retail,Shake/Trim (by strain),307.5,186,4246.7
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Buds,34202.56,12273,489224.6
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Concentrate,95.5,94,6363.04
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Concentrate (Each),5558.0,4960,305412.45
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Infused (edible),5135.0,3771,145252.88
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Infused (non-edible),995.0,871,47176.15
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Kief,36.5,58,1072.0
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Raw Pre-Rolls,1971.0,1282,31285.42
2001-01-01 - 2026-04-12,2019-06-05,Historical,Adult-Use,Retail,Shake/Trim (by strain),306.0,233,4430.38
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Buds,38735.200000000004,13821,553721.83
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Concentrate,88.5,87,6229.53
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Concentrate (Each),6629.03,5951,367189.62
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Infused (edible),5554.0,4116,157644.79
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Infused (non-edible),1200.0,1044,60482.2
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Kief,39.0,57,1170.0
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Raw Pre-Rolls,2227.2,1563,35948.44
2001-01-01 - 2026-04-12,2019-06-06,Historical,Adult-Use,Retail,Shake/Trim (by strain),218.0,190,3175.0
2001-01-01 - 2026-04-12,2019-06-07,Historical,Adult-Use,Retail,Buds,51300.91,18453,736581.08
2001-01-01 - 2026-04-12,2019-06-07,Historical,Adult-Use,Retail,Concentrate,126.5,125,8814.93
2001-01-01 - 2026-04-12,2019-06-07,Historical,Adult-Use,Retail,Concentrate (Each),8129.0,7318,442908.99
